ID,NLuc,CLuc,value,Experiment,Replicate,Volume,Area,VpA,VpA_base,VpA_norm,Ref_sample,NLuc_Sample,CLuc_Sample,ypos
1,AtMLO2,AtEXO70A1,0.12,1,1,21298.6,21.76,978.94,918.85,0.12,AtMLO2-AtCAM2,H,A,0.22
2,AtMLO2,AtEXO70A1,0.02,1,2,4696.2,21.76,215.85,186.24,0.02,AtMLO2-AtCAM2,H,A,0.22
3,AtMLO2,AtEXO70A1,0.14,1,3,32490.25,62.98,515.88,495.56,0.14,AtMLO2-AtCAM2,H,A,0.22
4,AtMLO2,AtEXO70A1,0,1,4,580.86,46.19,12.58,11.39,0,AtMLO2-AtCAM2,H,A,0.22
5,AtMLO2,AtEXO70A1,0,2,1,13800,43.64,316.2,-12.15,0,AtMLO2-AtCAM2,H,A,0.22
6,AtMLO2,AtEXO70A1,0.02,2,2,-1266.69,59.51,-21.28,439.14,0.02,AtMLO2-AtCAM2,H,A,0.22
7,AtMLO2,AtEXO70A1,-0.01,2,3,-23085.36,43.64,-528.95,-43.89,-0.01,AtMLO2-AtCAM2,H,A,0.22
8,AtMLO2,AtEXO70A1,0.03,2,4,-4244.86,43.64,-97.26,79.43,0.03,AtMLO2-AtCAM2,H,A,0.22
9,AtMLO2,AtEXO70A1,0,3,1,-19170.43,63.45,-302.14,-18.76,0,AtMLO2-AtCAM2,H,A,0.22
10,AtMLO2,AtEXO70A1,0.16,3,2,15880.6,29.89,531.31,543.37,0.16,AtMLO2-AtCAM2,H,A,0.22
11,AtMLO2,AtEXO70A1,0.22,3,3,9622.36,63.45,151.65,500.39,0.22,AtMLO2-AtCAM2,H,A,0.22
12,AtMLO2,AtEXO70A1,0,3,4,9485.44,86.52,109.63,-13.11,0,AtMLO2-AtCAM2,H,A,0.22
13,AtMLO2,AtEXO70A1,0.01,4,1,21088,65.99,319.55,258.65,0.01,AtMLO2-AtCAM2,H,A,0.22
14,AtMLO2,AtEXO70A1,0,4,2,-7009,65.99,-106.21,-1.54,0,AtMLO2-AtCAM2,H,A,0.22
15,AtMLO2,AtEXO70A1,0.13,4,3,-6291.75,44.18,-142.42,368.09,0.13,AtMLO2-AtCAM2,H,A,0.22
16,AtMLO2,AtEXO70A1,0.01,4,4,-848.25,44.18,-19.2,36.02,0.01,AtMLO2-AtCAM2,H,A,0.22
17,AtMLO2,AtEXO70A1,0.06,5,1,3259.25,34.16,95.41,229.19,0.06,AtMLO2-AtCAM2,H,A,0.22
18,AtMLO2,AtEXO70A1,0.03,5,2,10804.43,51.03,211.72,298.76,0.03,AtMLO2-AtCAM2,H,A,0.22
19,AtMLO2,AtEXO70A1,0.03,5,3,-7502.79,51.03,-147.02,428.82,0.03,AtMLO2-AtCAM2,H,A,0.22
20,AtMLO2,AtEXO70A1,0.07,5,4,30214.93,51.03,592.07,766.8,0.07,AtMLO2-AtCAM2,H,A,0.22
21,AtMLO2,AtEXO70A1,0.1,6,1,3067.7,33.05,92.81,281.33,0.1,AtMLO2-AtCAM2,H,A,0.22
22,AtMLO2,AtEXO70A1,0.1,6,2,21591.14,70.16,307.72,313.78,0.1,AtMLO2-AtCAM2,H,A,0.22
23,AtMLO2,AtEXO70A1,0,6,3,461.36,70.16,6.58,-9.72,0,AtMLO2-AtCAM2,H,A,0.22
24,AtMLO2,AtEXO70A1,0.01,6,4,3132.81,95.68,32.74,63,0.01,AtMLO2-AtCAM2,H,A,0.22
25,AtMLO2,AtEXO70B2,0.03,1,1,5518.4,21.76,253.64,193.55,0.03,AtMLO2-AtCAM2,H,C,0.84
26,AtMLO2,AtEXO70B2,0.37,1,2,198125.88,62.98,3145.86,3116.25,0.37,AtMLO2-AtCAM2,H,C,0.84
27,AtMLO2,AtEXO70B2,0.74,1,3,81676.75,30.92,2641.77,2621.45,0.74,AtMLO2-AtCAM2,H,C,0.84
28,AtMLO2,AtEXO70B2,0.2,1,4,155795,78.25,1991.05,1989.86,0.2,AtMLO2-AtCAM2,H,C,0.84
29,AtMLO2,AtEXO70B2,0.84,2,1,498653.56,73.94,6743.92,6415.57,0.84,AtMLO2-AtCAM2,H,C,0.84
30,AtMLO2,AtEXO70B2,0.03,2,2,3528.86,43.64,80.86,541.29,0.03,AtMLO2-AtCAM2,H,C,0.84
31,AtMLO2,AtEXO70B2,0.23,2,3,22641.79,43.64,518.79,1003.85,0.23,AtMLO2-AtCAM2,H,C,0.84
32,AtMLO2,AtEXO70B2,0,2,4,-7972.36,43.64,-182.67,-5.98,0,AtMLO2-AtCAM2,H,C,0.84
33,AtMLO2,AtEXO70B2,0.38,3,1,169488,42.47,3990.35,4273.73,0.38,AtMLO2-AtCAM2,H,C,0.84
34,AtMLO2,AtEXO70B2,0.24,3,2,50855.86,63.45,801.52,813.58,0.24,AtMLO2-AtCAM2,H,C,0.84
35,AtMLO2,AtEXO70B2,0.18,3,3,4748.57,63.45,74.84,423.57,0.18,AtMLO2-AtCAM2,H,C,0.84
36,AtMLO2,AtEXO70B2,0.15,3,4,75408.06,86.52,871.55,748.81,0.15,AtMLO2-AtCAM2,H,C,0.84
37,AtMLO2,AtEXO70B2,0.13,4,1,222190.36,65.99,3366.91,3306,0.13,AtMLO2-AtCAM2,H,C,0.84
38,AtMLO2,AtEXO70B2,0.14,4,2,90945.57,65.99,1378.12,1482.79,0.14,AtMLO2-AtCAM2,H,C,0.84
39,AtMLO2,AtEXO70B2,0.09,4,3,-15883.57,65.99,-240.69,269.83,0.09,AtMLO2-AtCAM2,H,C,0.84
40,AtMLO2,AtEXO70B2,0.25,4,4,37509.14,65.99,568.39,623.6,0.25,AtMLO2-AtCAM2,H,C,0.84
