NLuc,CLuc,Experiment,Replicate,Volume,Area,VpA,VpA_base,VpA_norm,Ref_sample
AtMLO2,AtEXO70D3,6,2,66865.29,70.16,952.97,959.03,0.29,AtMLO2-AtCAM2
AtMLO2,AtCAM2,6,2,153392.00,46.97,3265.75,3271.81,1.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70A1,6,3,461.36,70.16,6.58,-9.72,0.00,AtMLO2-AtCAM2
AtMLO2,MmExoc7,6,3,29114.75,46.97,619.86,603.57,0.30,AtMLO2-AtCAM2
AtMLO2,ScExo70,6,3,20974.86,70.16,298.94,282.64,0.14,AtMLO2-AtCAM2
AtMLO2,AtEXO70B1,6,3,10202.57,70.16,145.41,129.11,0.06,AtMLO2-AtCAM2
AtMLO2,AtEXO70B2,6,3,61005.57,70.16,869.46,853.17,0.43,AtMLO2-AtCAM2
AtMLO2,AtEXO70D2,6,3,54156.00,70.16,771.84,755.55,0.38,AtMLO2-AtCAM2
AtMLO2,AtEXO70D3,6,3,47557.06,95.68,497.05,480.75,0.24,AtMLO2-AtCAM2
AtMLO2,AtCAM2,6,3,140839.29,70.16,2007.26,1990.97,1.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70A1,6,4,3132.81,95.68,32.74,63.00,0.01,AtMLO2-AtCAM2
AtMLO2,MmExoc7,6,4,113226.86,70.16,1613.73,1643.98,0.29,AtMLO2-AtCAM2
AtMLO2,ScExo70,6,4,-576.36,70.16,-8.21,22.04,0.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70B1,6,4,-2239.50,70.16,-31.92,-1.66,0.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70B2,6,4,42945.57,70.16,612.07,642.33,0.11,AtMLO2-AtCAM2
AtMLO2,AtEXO70D2,6,4,103047.44,95.68,1077.01,1107.27,0.20,AtMLO2-AtCAM2
AtMLO2,AtEXO70D3,6,4,61501.14,70.16,876.52,906.78,0.16,AtMLO2-AtCAM2
AtMLO2,AtCAM2,6,4,670491.00,118.87,5640.33,5670.59,1.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70E1,6,1,-11456.00,37.89,-302.38,516.12,0.42,AtMLO2-AtCAM2
AtMLO2,AtEXO70E2,6,1,8770.25,37.89,231.49,1049.99,0.85,AtMLO2-AtCAM2
AtMLO2,AtEXO70G1,6,1,17715.00,37.89,467.59,1286.08,1.04,AtMLO2-AtCAM2
AtMLO2,AtEXO70H1,6,1,101801.00,37.89,2687.03,3505.52,2.83,AtMLO2-AtCAM2
AtMLO2,AtEXO70H2,6,1,1003.00,37.89,26.47,844.97,0.68,AtMLO2-AtCAM2
AtMLO2,AtEXO70H4,6,1,-48521.71,56.60,-857.34,-38.85,-0.03,AtMLO2-AtCAM2
AtMLO2,AtEXO70H7,6,1,41707.00,37.89,1100.85,1919.35,1.55,AtMLO2-AtCAM2
AtMLO2,AtCAM2,6,1,15883.75,37.89,419.25,1237.75,1.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70E1,6,2,18355.70,26.66,688.50,261.35,0.05,AtMLO2-AtCAM2
AtMLO2,AtEXO70E2,6,2,24305.25,37.89,641.53,214.39,0.04,AtMLO2-AtCAM2
AtMLO2,AtEXO70G1,6,2,13010.30,26.66,488.00,60.86,0.01,AtMLO2-AtCAM2
AtMLO2,AtEXO70H1,6,2,35260.71,56.60,623.03,195.89,0.04,AtMLO2-AtCAM2
AtMLO2,AtEXO70H2,6,2,42245.86,56.60,746.45,319.31,0.06,AtMLO2-AtCAM2
AtMLO2,AtEXO70H4,6,2,20515.50,37.89,541.50,114.36,0.02,AtMLO2-AtCAM2
AtMLO2,AtEXO70H7,6,2,23914.93,56.60,422.56,-4.58,0.00,AtMLO2-AtCAM2
AtMLO2,AtCAM2,6,2,306785.93,56.60,5420.69,4993.55,1.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70E1,6,3,-13011.25,77.18,-168.59,70.36,0.02,AtMLO2-AtCAM2
AtMLO2,AtEXO70E2,6,3,-18850.19,77.18,-244.25,-5.30,0.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70G1,6,3,32770.44,95.88,341.77,580.72,0.13,AtMLO2-AtCAM2
AtMLO2,AtEXO70H1,6,3,287929.75,77.18,3730.85,3969.80,0.91,AtMLO2-AtCAM2
AtMLO2,AtEXO70H2,6,3,49518.50,26.66,1857.37,2096.32,0.48,AtMLO2-AtCAM2
AtMLO2,AtEXO70H4,6,3,59118.43,56.60,1044.58,1283.54,0.29,AtMLO2-AtCAM2
AtMLO2,AtEXO70H7,6,3,85859.36,56.60,1517.08,1756.03,0.40,AtMLO2-AtCAM2
AtMLO2,AtCAM2,6,3,318476.56,77.18,4126.66,4365.61,1.00,AtMLO2-AtCAM2
AtMLO2,AtEXO70E1,6,4,-12164.43,56.60,-214.94,-8.92,-0.01,AtMLO2-AtCAM2
AtMLO2,AtEXO70E2,6,4,6170.00,56.60,109.02,315.04,0.22,AtMLO2-AtCAM2
AtMLO2,AtEXO70G1,6,4,10391.00,37.89,274.27,480.29,0.34,AtMLO2-AtCAM2
AtMLO2,AtEXO70H1,6,4,105337.86,56.60,1861.25,2067.26,1.46,AtMLO2-AtCAM2
AtMLO2,AtEXO70H2,6,4,29747.19,77.18,385.45,591.47,0.42,AtMLO2-AtCAM2
AtMLO2,AtEXO70H4,6,4,-6754.06,77.18,-87.52,118.50,0.08,AtMLO2-AtCAM2
AtMLO2,AtEXO70H7,6,4,36817.86,56.60,650.55,856.56,0.60,AtMLO2-AtCAM2
AtMLO2,AtCAM2,6,4,68633.71,56.60,1212.71,1418.73,1.00,AtMLO2-AtCAM2
AtMLO3,AtEXO70A1,1,1,12211.21,78.89,154.78,350.72,0.08,AtMLO3-AtCAM2
AtMLO3,MmExoc7,1,1,58863.14,78.89,746.11,942.05,0.22,AtMLO3-AtCAM2
AtMLO3,ScExo70,1,1,-8474.86,78.89,-107.42,88.52,0.02,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,1,1,-6271.36,78.89,-79.49,116.45,0.03,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,1,1,-13831.86,78.89,-175.32,20.62,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,1,1,-15581.00,78.89,-197.49,-1.55,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,1,1,4461.71,78.89,56.55,252.50,0.06,AtMLO3-AtCAM2
AtMLO3,AtCAM2,1,1,317822.79,78.89,4028.51,4224.45,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,1,2,7252.64,78.89,91.93,131.75,0.04,AtMLO3-AtCAM2
AtMLO3,MmExoc7,1,2,26772.43,78.89,339.35,379.17,0.12,AtMLO3-AtCAM2
AtMLO3,ScExo70,1,2,-279.00,78.89,-3.54,36.28,0.01,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,1,2,-889.21,78.89,-11.27,28.55,0.01,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,1,2,-3311.14,78.89,-41.97,-2.15,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,1,2,31086.07,78.89,394.03,433.85,0.14,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,1,2,14632.64,78.89,185.47,225.29,0.07,AtMLO3-AtCAM2
AtMLO3,AtCAM2,1,2,249152.64,78.89,3158.09,3197.91,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,1,3,-955.86,78.89,-12.12,197.36,0.31,AtMLO3-AtCAM2
AtMLO3,MmExoc7,1,3,725.71,78.89,9.20,218.68,0.34,AtMLO3-AtCAM2
AtMLO3,ScExo70,1,3,-13962.71,78.89,-176.98,32.50,0.05,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,1,3,27901.71,78.89,353.66,563.14,0.89,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,1,3,-16719.50,78.89,-211.93,-2.45,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,1,3,-3072.21,78.89,-38.94,170.54,0.27,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,1,3,759.29,78.89,9.62,219.10,0.34,AtMLO3-AtCAM2
AtMLO3,AtCAM2,1,3,33627.21,78.89,426.24,635.72,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,1,4,-13623.57,78.89,-172.68,-7.68,0.00,AtMLO3-AtCAM2
AtMLO3,MmExoc7,1,4,9590.50,78.89,121.56,286.56,0.14,AtMLO3-AtCAM2
AtMLO3,ScExo70,1,4,13241.57,78.89,167.84,332.84,0.16,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,1,4,-4962.71,78.89,-62.90,102.09,0.05,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,1,4,1347.64,78.89,17.08,182.08,0.09,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,1,4,6195.36,78.89,78.53,243.53,0.12,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,1,4,13547.71,78.89,171.72,336.72,0.17,AtMLO3-AtCAM2
AtMLO3,AtCAM2,1,4,147675.71,78.89,1871.84,2036.84,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,1,1,6281.29,78.89,79.62,-2.16,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,1,1,35032.57,78.89,444.05,362.27,0.18,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,1,1,35300.00,78.89,447.44,365.66,0.18,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,1,1,89698.00,78.89,1136.95,1055.18,0.53,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,1,1,11441.71,78.89,145.03,63.25,0.03,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,1,1,58548.93,78.89,742.13,660.35,0.33,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,1,1,8713.71,78.89,110.45,28.67,0.01,AtMLO3-AtCAM2
AtMLO3,AtCAM2,1,1,162989.93,78.89,2065.95,1984.18,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,1,2,5387.36,78.89,68.29,95.40,0.05,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,1,2,-2624.57,78.89,-33.27,-6.16,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,1,2,4314.50,78.89,54.69,81.80,0.04,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,1,2,82212.50,78.89,1042.07,1069.18,0.58,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,1,2,21460.00,78.89,272.01,299.12,0.16,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,1,2,20194.50,78.89,255.97,283.08,0.15,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,1,2,46354.36,78.89,587.56,614.67,0.34,AtMLO3-AtCAM2
AtMLO3,AtCAM2,1,2,142101.36,78.89,1801.18,1828.29,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,1,3,11074.64,78.89,140.37,120.30,0.03,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,1,3,19062.86,78.89,241.63,221.55,0.06,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,1,3,869.79,78.89,11.02,-9.05,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,1,3,52721.71,78.89,668.27,648.19,0.17,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,1,3,21810.07,78.89,276.45,256.37,0.07,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,1,3,58689.14,78.89,743.90,723.83,0.19,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,1,3,60743.07,78.89,769.94,749.86,0.19,AtMLO3-AtCAM2
AtMLO3,AtCAM2,1,3,308623.36,78.89,3911.91,3891.83,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,1,4,2233.93,78.89,28.32,51.29,0.03,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,1,4,-2117.00,78.89,-26.83,-3.86,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,1,4,3132.14,78.89,39.70,62.67,0.04,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,1,4,96693.36,78.89,1225.62,1248.59,0.84,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,1,4,28297.29,78.89,358.68,381.65,0.26,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,1,4,43127.07,78.89,546.65,569.62,0.38,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,1,4,122576.79,78.89,1553.70,1576.68,1.06,AtMLO3-AtCAM2
AtMLO3,AtCAM2,1,4,115478.07,78.89,1463.72,1486.70,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,2,1,-1066.07,65.99,-16.15,-3.81,-0.04,AtMLO3-AtCAM2
AtMLO3,MmExoc7,2,1,14001.86,65.99,212.17,224.51,2.65,AtMLO3-AtCAM2
AtMLO3,ScExo70,2,1,2529.71,65.99,38.33,50.67,0.60,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,2,1,4775.00,65.99,72.36,84.70,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,2,1,15294.93,65.99,231.77,244.11,2.88,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,2,1,18516.57,65.99,280.59,292.93,3.45,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,2,1,32948.43,65.99,499.28,511.62,6.03,AtMLO3-AtCAM2
AtMLO3,AtCAM2,2,1,4781.36,65.99,72.45,84.79,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,2,2,22331.21,65.99,338.39,391.48,0.24,AtMLO3-AtCAM2
AtMLO3,MmExoc7,2,2,28801.86,65.99,436.44,489.53,0.30,AtMLO3-AtCAM2
AtMLO3,ScExo70,2,2,31499.14,65.99,477.31,530.41,0.32,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,2,2,8527.14,65.99,129.21,182.31,0.11,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,2,2,-3625.14,65.99,-54.93,-1.84,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,2,2,5668.29,65.99,85.89,138.99,0.08,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,2,2,-1890.93,65.99,-28.65,24.44,0.01,AtMLO3-AtCAM2
AtMLO3,AtCAM2,2,2,104935.57,65.99,1590.11,1643.21,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,2,3,-12149.36,65.99,-184.10,-8.75,-0.01,AtMLO3-AtCAM2
AtMLO3,MmExoc7,2,3,22256.86,65.99,337.26,512.61,0.34,AtMLO3-AtCAM2
AtMLO3,ScExo70,2,3,10996.43,65.99,166.63,341.98,0.22,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,2,3,2462.86,65.99,37.32,212.67,0.14,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,2,3,-3346.71,65.99,-50.71,124.63,0.08,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,2,3,-3896.50,65.99,-59.04,116.30,0.08,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,2,3,2555.64,65.99,38.73,214.07,0.14,AtMLO3-AtCAM2
AtMLO3,AtCAM2,2,3,88849.93,65.99,1346.37,1521.71,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,2,4,6387.57,65.99,96.79,87.11,0.15,AtMLO3-AtCAM2
AtMLO3,MmExoc7,2,4,48618.14,65.99,736.72,727.04,1.29,AtMLO3-AtCAM2
AtMLO3,ScExo70,2,4,4549.36,65.99,68.94,59.25,0.11,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,2,4,3081.93,65.99,46.70,37.02,0.07,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,2,4,18620.71,65.99,282.16,272.48,0.48,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,2,4,455.14,65.99,6.90,-2.79,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,2,4,10267.79,65.99,155.59,145.91,0.26,AtMLO3-AtCAM2
AtMLO3,AtCAM2,2,4,37871.21,65.99,573.87,564.19,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,2,1,66389.30,146.71,452.52,311.45,6.04,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,2,1,23140.15,146.71,157.73,16.66,0.32,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,2,1,57770.20,146.71,393.77,252.70,4.90,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,2,1,157066.40,146.71,1070.59,929.52,18.04,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,2,1,119814.35,146.71,816.67,675.60,13.11,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,2,1,49538.90,146.71,337.66,196.60,3.81,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,2,1,20512.40,146.71,139.82,-1.25,-0.02,AtMLO3-AtCAM2
AtMLO3,AtCAM2,2,1,28257.05,146.71,192.60,51.53,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,2,2,53842.43,65.99,815.89,627.90,0.67,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,2,2,19410.64,65.99,294.13,106.15,0.11,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,2,2,41859.00,65.99,634.30,446.32,0.47,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,2,2,65135.00,65.99,987.01,799.02,0.85,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,2,2,11878.21,65.99,179.99,-7.99,-0.01,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,2,2,23518.43,65.99,356.38,168.40,0.18,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,2,2,59865.86,65.99,907.16,719.18,0.77,AtMLO3-AtCAM2
AtMLO3,AtCAM2,2,2,74425.79,65.99,1127.79,939.81,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,2,3,20072.72,111.81,179.53,156.79,0.05,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,2,3,1223.11,111.81,10.94,-11.80,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,2,3,50279.56,111.81,449.71,426.96,0.14,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,2,3,160537.22,111.81,1435.86,1413.12,0.47,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,2,3,42244.33,111.81,377.84,355.10,0.12,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,2,3,98490.44,111.81,880.91,858.17,0.29,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,2,3,52119.83,111.81,466.17,443.42,0.15,AtMLO3-AtCAM2
AtMLO3,AtCAM2,2,3,336735.11,111.81,3011.80,2989.06,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,2,4,36124.00,111.81,323.10,188.25,0.07,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,2,4,66262.72,111.81,592.66,457.82,0.16,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,2,4,17949.11,111.81,160.54,25.70,0.01,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,2,4,245108.00,111.81,2192.27,2057.43,0.72,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,2,4,57055.56,111.81,510.31,375.47,0.13,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,2,4,27442.72,111.81,245.45,110.61,0.04,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,2,4,14859.83,111.81,132.91,-1.93,0.00,AtMLO3-AtCAM2
AtMLO3,AtCAM2,2,4,336385.11,111.81,3008.67,2873.82,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,3,1,-13949.71,71.23,-195.85,-19.67,0.00,AtMLO3-AtCAM2
AtMLO3,MmExoc7,3,1,6065.00,71.23,85.15,261.33,0.05,AtMLO3-AtCAM2
AtMLO3,ScExo70,3,1,16679.43,71.23,234.17,410.35,0.07,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,3,1,50716.64,71.23,712.03,888.21,0.15,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,3,1,6433.57,71.23,90.32,266.50,0.05,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,3,1,85704.86,71.23,1203.25,1379.43,0.24,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,3,1,6537.29,71.23,91.78,267.96,0.05,AtMLO3-AtCAM2
AtMLO3,AtCAM2,3,1,397632.79,71.23,5582.55,5758.72,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,3,2,11791.36,71.23,165.54,368.88,0.04,AtMLO3-AtCAM2
AtMLO3,MmExoc7,3,2,-12864.07,71.23,-180.60,22.73,0.00,AtMLO3-AtCAM2
AtMLO3,ScExo70,3,2,100111.86,71.23,1405.52,1608.85,0.17,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,3,2,-14605.00,71.23,-205.05,-1.71,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,3,2,-11945.43,71.23,-167.71,35.63,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,3,2,4190.64,71.23,58.83,262.17,0.03,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,3,2,-6474.57,71.23,-90.90,112.44,0.01,AtMLO3-AtCAM2
AtMLO3,AtCAM2,3,2,662818.64,71.23,9305.61,9508.94,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,3,3,7449.29,71.23,104.58,87.45,0.19,AtMLO3-AtCAM2
AtMLO3,MmExoc7,3,3,97123.57,71.23,1363.56,1346.43,2.96,AtMLO3-AtCAM2
AtMLO3,ScExo70,3,3,10978.07,71.23,154.13,137.00,0.30,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,3,3,28699.36,71.23,402.92,385.79,0.85,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,3,3,4658.21,71.23,65.40,48.27,0.11,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,3,3,21606.29,71.23,303.34,286.21,0.63,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,3,3,961.36,71.23,13.50,-3.63,-0.01,AtMLO3-AtCAM2
AtMLO3,AtCAM2,3,3,33645.71,71.23,472.37,455.24,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,3,4,-4873.00,71.23,-68.41,245.05,0.04,AtMLO3-AtCAM2
AtMLO3,MmExoc7,3,4,108509.00,71.23,1523.41,1836.88,0.27,AtMLO3-AtCAM2
AtMLO3,ScExo70,3,4,-3768.43,71.23,-52.91,260.56,0.04,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,3,4,14778.14,71.23,207.48,520.95,0.08,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,3,4,-23641.50,71.23,-331.91,-18.44,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,3,4,27184.79,71.23,381.66,695.13,0.10,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,3,4,1633.29,71.23,22.93,336.40,0.05,AtMLO3-AtCAM2
AtMLO3,AtCAM2,3,4,466860.64,71.23,6554.47,6867.93,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,3,1,9301.21,71.23,130.58,185.85,0.15,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,3,1,-4933.07,71.23,-69.26,-13.99,-0.01,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,3,1,28516.00,71.23,400.35,455.62,0.37,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,3,1,126215.86,71.23,1772.00,1827.27,1.49,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,3,1,33058.36,71.23,464.12,519.39,0.42,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,3,1,13994.43,71.23,196.47,251.74,0.21,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,3,1,75506.57,71.23,1060.07,1115.34,0.91,AtMLO3-AtCAM2
AtMLO3,AtCAM2,3,1,83425.21,71.23,1171.24,1226.51,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,3,2,4393.50,71.23,61.68,-2.10,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,3,2,6533.50,71.23,91.73,27.94,0.01,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,3,2,22247.36,71.23,312.34,248.56,0.06,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,3,2,137382.43,71.23,1928.77,1864.99,0.45,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,3,2,37987.07,71.23,533.32,469.53,0.11,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,3,2,12969.71,71.23,182.09,118.30,0.03,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,3,2,93129.50,71.23,1307.49,1243.70,0.30,AtMLO3-AtCAM2
AtMLO3,AtCAM2,3,2,298674.57,71.23,4193.23,4129.44,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,3,3,-3797.64,71.23,-53.32,-21.57,-0.01,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,3,3,18147.36,71.23,254.78,286.53,0.08,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,3,3,20237.43,71.23,284.12,315.87,0.08,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,3,3,179034.86,71.23,2513.55,2545.30,0.68,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,3,3,86546.71,71.23,1215.07,1246.82,0.33,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,3,3,100642.29,71.23,1412.96,1444.71,0.39,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,3,3,56716.43,71.23,796.27,828.02,0.22,AtMLO3-AtCAM2
AtMLO3,AtCAM2,3,3,263562.57,71.23,3700.27,3732.02,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E1,3,4,330.50,71.23,4.64,-0.04,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70E2,3,4,13721.71,71.23,192.65,187.97,0.06,AtMLO3-AtCAM2
AtMLO3,AtEXO70G1,3,4,370.21,71.23,5.20,0.52,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70H1,3,4,300655.43,71.23,4221.04,4216.36,1.31,AtMLO3-AtCAM2
AtMLO3,AtEXO70H2,3,4,133801.14,71.23,1878.49,1873.82,0.58,AtMLO3-AtCAM2
AtMLO3,AtEXO70H4,3,4,136863.14,71.23,1921.48,1916.80,0.60,AtMLO3-AtCAM2
AtMLO3,AtEXO70H7,3,4,52716.57,71.23,740.11,735.43,0.23,AtMLO3-AtCAM2
AtMLO3,AtCAM2,3,4,228735.21,71.23,3211.32,3206.64,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,4,1,2447.14,71.23,34.36,186.40,0.08,AtMLO3-AtCAM2
AtMLO3,MmExoc7,4,1,373.36,71.23,5.24,157.29,0.07,AtMLO3-AtCAM2
AtMLO3,ScExo70,4,1,2850.50,71.23,40.02,192.07,0.08,AtMLO3-AtCAM2
AtMLO3,AtEXO70B1,4,1,-11617.71,71.23,-163.11,-11.06,0.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70B2,4,1,14.79,71.23,0.21,152.26,0.07,AtMLO3-AtCAM2
AtMLO3,AtEXO70D2,4,1,12004.14,71.23,168.53,320.58,0.14,AtMLO3-AtCAM2
AtMLO3,AtEXO70D3,4,1,-365.57,71.23,-5.13,146.92,0.06,AtMLO3-AtCAM2
AtMLO3,AtCAM2,4,1,150176.50,71.23,2108.40,2260.44,1.00,AtMLO3-AtCAM2
AtMLO3,AtEXO70A1,4,2,6536.57,71.23,91.77,383.32,0.08,AtMLO3-AtCAM2
AtMLO3,MmExoc7,4,2,113185.71,71.23,1589.07,1880.62,0.39,AtMLO3-AtCAM2
